Key,Year,Level,Transmute,Good,GoodYear,ResolvedYear,GoodDisplayName,Quantity,IsSource
2025|Ioun Stone Sapphire Trilliant|Minotaur Hide||FALSE,2025,Relic,Ioun Stone Sapphire Trilliant,Minotaur Hide,,2025,Minotaur Hide,5,FALSE
2025|Ioun Stone Sapphire Trilliant|Mystic Silk||FALSE,2025,Relic,Ioun Stone Sapphire Trilliant,Mystic Silk,,2025,Mystic Silk,15,FALSE
2025|Ioun Stone Sapphire Trilliant|Oil of Enchantment||FALSE,2025,Relic,Ioun Stone Sapphire Trilliant,Oil of Enchantment,,2025,Oil of Enchantment,3,FALSE
2025|Ioun Stone Sapphire Trilliant|Philosopher's Stone||FALSE,2025,Relic,Ioun Stone Sapphire Trilliant,Philosopher's Stone,,2025,Philosopher's Stone,15,FALSE
"2025|Ioun Stone Sapphire Trilliant|1,000 GP Gold Bar||FALSE",2025,Relic,Ioun Stone Sapphire Trilliant,"1,000 GP Gold Bar",,2025,"1,000 GP Gold Bar",5,FALSE
2025|Safehold II|Alchemist's Ink||FALSE,2025,Safehold,Safehold II,Alchemist's Ink,,2025,Alchemist's Ink,20,FALSE
2025|Safehold II|Alchemist's Parchment||FALSE,2025,Safehold,Safehold II,Alchemist's Parchment,,2025,Alchemist's Parchment,20,FALSE
2025|Safehold II|Aragonite||FALSE,2025,Safehold,Safehold II,Aragonite,,2025,Aragonite,6,FALSE
2025|Safehold II|Darkwood Plank||FALSE,2025,Safehold,Safehold II,Darkwood Plank,,2025,Darkwood Plank,50,FALSE
2025|Safehold II|Dwarven Steel||FALSE,2025,Safehold,Safehold II,Dwarven Steel,,2025,Dwarven Steel,20,FALSE
2025|Safehold II|Elven Bismuth||FALSE,2025,Safehold,Safehold II,Elven Bismuth,,2025,Elven Bismuth,7,FALSE
2025|Safehold II|Enchanter's Munition||FALSE,2025,Safehold,Safehold II,Enchanter's Munition,,2025,Enchanter's Munition,10,FALSE
2025|Safehold II|Fleece||FALSE,2025,Safehold,Safehold II,Fleece,,2025,Golden Fleece,5,FALSE
2025|Safehold II|Minotaur Hide||FALSE,2025,Safehold,Safehold II,Minotaur Hide,,2025,Minotaur Hide,20,FALSE
2025|Safehold II|Mystic Silk||FALSE,2025,Safehold,Safehold II,Mystic Silk,,2025,Mystic Silk,60,FALSE
2025|Safehold II|Oil of Enchantment||FALSE,2025,Safehold,Safehold II,Oil of Enchantment,,2025,Oil of Enchantment,6,FALSE
2025|Safehold II|Philosopher's Stone||FALSE,2025,Safehold,Safehold II,Philosopher's Stone,,2025,Philosopher's Stone,50,FALSE
"2025|Safehold II|1,000 GP Gold Bar||FALSE",2025,Safehold,Safehold II,"1,000 GP Gold Bar",,2025,"1,000 GP Gold Bar",25,FALSE
2025|Safehold II|Safehold III||TRUE,2025,Safehold,Safehold II,Safehold III,,2025,Safehold III (transmute),1,TRUE
2025|Safehold I|Alchemist's Ink||FALSE,2025,Safehold,Safehold I,Alchemist's Ink,,2025,Alchemist's Ink,30,FALSE
2025|Safehold I|Alchemist's Parchment||FALSE,2025,Safehold,Safehold I,Alchemist's Parchment,,2025,Alchemist's Parchment,30,FALSE
2025|Safehold I|Aragonite||FALSE,2025,Safehold,Safehold I,Aragonite,,2025,Aragonite,7,FALSE
2025|Safehold I|Darkwood Plank||FALSE,2025,Safehold,Safehold I,Darkwood Plank,,2025,Darkwood Plank,60,FALSE
2025|Safehold I|Dwarven Steel||FALSE,2025,Safehold,Safehold I,Dwarven Steel,,2025,Dwarven Steel,20,FALSE
2025|Safehold I|Elven Bismuth||FALSE,2025,Safehold,Safehold I,Elven Bismuth,,2025,Elven Bismuth,10,FALSE
2025|Safehold I|Enchanter's Munition||FALSE,2025,Safehold,Safehold I,Enchanter's Munition,,2025,Enchanter's Munition,10,FALSE
2025|Safehold I|Fleece||FALSE,2025,Safehold,Safehold I,Fleece,,2025,Golden Fleece,5,FALSE
2025|Safehold I|Minotaur Hide||FALSE,2025,Safehold,Safehold I,Minotaur Hide,,2025,Minotaur Hide,30,FALSE
2025|Safehold I|Mystic Silk||FALSE,2025,Safehold,Safehold I,Mystic Silk,,2025,Mystic Silk,70,FALSE
2025|Safehold I|Oil of Enchantment||FALSE,2025,Safehold,Safehold I,Oil of Enchantment,,2025,Oil of Enchantment,7,FALSE
2025|Safehold I|Philosopher's Stone||FALSE,2025,Safehold,Safehold I,Philosopher's Stone,,2025,Philosopher's Stone,60,FALSE
"2025|Safehold I|1,000 GP Gold Bar||FALSE",2025,Safehold,Safehold I,"1,000 GP Gold Bar",,2025,"1,000 GP Gold Bar",50,FALSE
2025|Safehold I|Safehold II||TRUE,2025,Safehold,Safehold I,Safehold II,,2025,Safehold II (transmute),1,TRUE
2025|Sidekick|Alchemist's Ink||FALSE,2025,Safehold,Sidekick,Alchemist's Ink,,2025,Alchemist's Ink,5,FALSE
2025|Sidekick|Alchemist's Parchment||FALSE,2025,Safehold,Sidekick,Alchemist's Parchment,,2025,Alchemist's Parchment,5,FALSE
2025|Sidekick|Aragonite||FALSE,2025,Safehold,Sidekick,Aragonite,,2025,Aragonite,5,FALSE
2025|Sidekick|Darkwood Plank||FALSE,2025,Safehold,Sidekick,Darkwood Plank,,2025,Darkwood Plank,10,FALSE
2025|Sidekick|Dwarven Steel||FALSE,2025,Safehold,Sidekick,Dwarven Steel,,2025,Dwarven Steel,5,FALSE
2025|Sidekick|Elven Bismuth||FALSE,2025,Safehold,Sidekick,Elven Bismuth,,2025,Elven Bismuth,5,FALSE
2025|Sidekick|Enchanter's Munition||FALSE,2025,Safehold,Sidekick,Enchanter's Munition,,2025,Enchanter's Munition,5,FALSE
2025|Sidekick|Fleece||FALSE,2025,Safehold,Sidekick,Fleece,,2025,Golden Fleece,4,FALSE
2025|Sidekick|Minotaur Hide||FALSE,2025,Safehold,Sidekick,Minotaur Hide,,2025,Minotaur Hide,5,FALSE
2025|Sidekick|Mystic Silk||FALSE,2025,Safehold,Sidekick,Mystic Silk,,2025,Mystic Silk,10,FALSE
2025|Sidekick|Oil of Enchantment||FALSE,2025,Safehold,Sidekick,Oil of Enchantment,,2025,Oil of Enchantment,5,FALSE
2025|Sidekick|Philosopher's Stone||FALSE,2025,Safehold,Sidekick,Philosopher's Stone,,2025,Philosopher's Stone,10,FALSE
"2025|Sidekick|1,000 GP Gold Bar||FALSE",2025,Safehold,Sidekick,"1,000 GP Gold Bar",,2025,"1,000 GP Gold Bar",5,FALSE
2026|Divine Water|Monster Trophy||FALSE,2026,Enhanced,Divine Water,Monster Trophy,,2026,Monster Trophy,1,FALSE
2026|Incense of Power or the Magi|Darkwood Plank||FALSE,2026,Enhanced,Incense of Power or the Magi,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
2026|Incense of Power or the Magi|Monster Trophy||FALSE,2026,Enhanced,Incense of Power or the Magi,Monster Trophy,,2026,Monster Trophy,1,FALSE
2026|Incense of Power or the Magi|Mystic Silk||FALSE,2026,Enhanced,Incense of Power or the Magi,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Censer of Divine Aid|Alchemist's Ink||FALSE,2026,Exalted,Censer of Divine Aid,Alchemist's Ink,,2026,Alchemist's Ink,2,FALSE
2026|Censer of Divine Aid|Alchemist's Parchment||FALSE,2026,Exalted,Censer of Divine Aid,Alchemist's Parchment,,2026,Alchemist's Parchment,2,FALSE
2026|Censer of Divine Aid|Darkwood Plank||FALSE,2026,Exalted,Censer of Divine Aid,Darkwood Plank,,2026,Darkwood Plank,5,FALSE
2026|Censer of Divine Aid|Enchanter's Munition||FALSE,2026,Exalted,Censer of Divine Aid,Enchanter's Munition,,2026,Enchanter's Munition,1,FALSE
2026|Censer of Divine Aid|Monster Trophy||FALSE,2026,Exalted,Censer of Divine Aid,Monster Trophy,,2026,Monster Trophy,1,FALSE
2026|Censer of Divine Aid|Mystic Silk||FALSE,2026,Exalted,Censer of Divine Aid,Mystic Silk,,2026,Mystic Silk,5,FALSE
2026|Censer of Divine Aid|Philosopher's Stone||FALSE,2026,Exalted,Censer of Divine Aid,Philosopher's Stone,,2026,Philosopher's Stone,5,FALSE
"2026|Censer of Divine Aid|1,000 GP Gold Bar||FALSE",2026,Exalted,Censer of Divine Aid,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",2,FALSE
2026|Charm of Deathward|Dwarven Steel||FALSE,2026,Exalted,Charm of Deathward,Dwarven Steel,,2026,Dwarven Steel,3,FALSE
2026|Charm of Deathward|Elven Bismuth||FALSE,2026,Exalted,Charm of Deathward,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Charm of Deathward|Monster Trophy||FALSE,2026,Exalted,Charm of Deathward,Monster Trophy,,2026,Monster Trophy,1,FALSE
2026|Charm of Deathward|Minotaur Hide||FALSE,2026,Exalted,Charm of Deathward,Minotaur Hide,,2026,Minotaur Hide,3,FALSE
2026|Charm of Deathward|Mystic Silk||FALSE,2026,Exalted,Charm of Deathward,Mystic Silk,,2026,Mystic Silk,10,FALSE
2026|Gloves of Infamy|Alchemist's Parchment||FALSE,2026,Exalted,Gloves of Infamy,Alchemist's Parchment,,2026,Alchemist's Parchment,2,FALSE
2026|Gloves of Infamy|Darkwood Plank||FALSE,2026,Exalted,Gloves of Infamy,Darkwood Plank,,2026,Darkwood Plank,5,FALSE
2026|Gloves of Infamy|Elven Bismuth||FALSE,2026,Exalted,Gloves of Infamy,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Gloves of Infamy|Monster Trophy||FALSE,2026,Exalted,Gloves of Infamy,Monster Trophy,,2026,Monster Trophy,1,FALSE
2026|Gloves of Infamy|Minotaur Hide||FALSE,2026,Exalted,Gloves of Infamy,Minotaur Hide,,2026,Minotaur Hide,2,FALSE
2026|Gloves of Infamy|Philosopher's Stone||FALSE,2026,Exalted,Gloves of Infamy,Philosopher's Stone,,2026,Philosopher's Stone,5,FALSE
"2026|Gloves of Infamy|1,000 GP Gold Bar||FALSE",2026,Exalted,Gloves of Infamy,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",1,FALSE
2026|Incense of Focus or Might|Alchemist's Ink||FALSE,2026,Exalted,Incense of Focus or Might,Alchemist's Ink,,2026,Alchemist's Ink,1,FALSE
2026|Incense of Focus or Might|Alchemist's Parchment||FALSE,2026,Exalted,Incense of Focus or Might,Alchemist's Parchment,,2026,Alchemist's Parchment,1,FALSE
2026|Incense of Focus or Might|Darkwood Plank||FALSE,2026,Exalted,Incense of Focus or Might,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
2026|Incense of Focus or Might|Dwarven Steel||FALSE,2026,Exalted,Incense of Focus or Might,Dwarven Steel,,2026,Dwarven Steel,1,FALSE
2026|Incense of Focus or Might|Minotaur Hide||FALSE,2026,Exalted,Incense of Focus or Might,Minotaur Hide,,2026,Minotaur Hide,1,FALSE
2026|Incense of Focus or Might|Mystic Silk||FALSE,2026,Exalted,Incense of Focus or Might,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Incense of Focus or Might|Philosopher's Stone||FALSE,2026,Exalted,Incense of Focus or Might,Philosopher's Stone,,2026,Philosopher's Stone,1,FALSE
"2026|Incense of Focus or Might|1,000 GP Gold Bar||FALSE",2026,Exalted,Incense of Focus or Might,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",1,FALSE
2026|Ioun Stone Obsidian Shard|Alchemist's Ink||FALSE,2026,Exalted,Ioun Stone Obsidian Shard,Alchemist's Ink,,2026,Alchemist's Ink,2,FALSE
2026|Ioun Stone Obsidian Shard|Darkwood Plank||FALSE,2026,Exalted,Ioun Stone Obsidian Shard,Darkwood Plank,,2026,Darkwood Plank,5,FALSE
2026|Ioun Stone Obsidian Shard|Dwarven Steel||FALSE,2026,Exalted,Ioun Stone Obsidian Shard,Dwarven Steel,,2026,Dwarven Steel,2,FALSE
2026|Ioun Stone Obsidian Shard|Monster Trophy||FALSE,2026,Exalted,Ioun Stone Obsidian Shard,Monster Trophy,,2026,Monster Trophy,1,FALSE
2026|Ioun Stone Obsidian Shard|Mystic Silk||FALSE,2026,Exalted,Ioun Stone Obsidian Shard,Mystic Silk,,2026,Mystic Silk,5,FALSE
2026|Ioun Stone Obsidian Shard|Oil of Enchantment||FALSE,2026,Exalted,Ioun Stone Obsidian Shard,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Craven's Vampire Ring|PYP||FALSE,2026,Legendary,Craven's Vampire Ring,PYP,,2026,Ultra Rare,2,FALSE
2026|Craven's Vampire Ring|Alchemist's Ink||FALSE,2026,Legendary,Craven's Vampire Ring,Alchemist's Ink,,2026,Alchemist's Ink,10,FALSE
2026|Craven's Vampire Ring|Alchemist's Parchment||FALSE,2026,Legendary,Craven's Vampire Ring,Alchemist's Parchment,,2026,Alchemist's Parchment,10,FALSE
2026|Craven's Vampire Ring|Aragonite||FALSE,2026,Legendary,Craven's Vampire Ring,Aragonite,,2026,Aragonite,2,FALSE
2026|Craven's Vampire Ring|Darkwood Plank||FALSE,2026,Legendary,Craven's Vampire Ring,Darkwood Plank,,2026,Darkwood Plank,20,FALSE
2026|Craven's Vampire Ring|Dwarven Steel||FALSE,2026,Legendary,Craven's Vampire Ring,Dwarven Steel,,2026,Dwarven Steel,10,FALSE
2026|Craven's Vampire Ring|Elven Bismuth||FALSE,2026,Legendary,Craven's Vampire Ring,Elven Bismuth,,2026,Elven Bismuth,3,FALSE
2026|Craven's Vampire Ring|Enchanter's Munition||FALSE,2026,Legendary,Craven's Vampire Ring,Enchanter's Munition,,2026,Enchanter's Munition,3,FALSE
2026|Craven's Vampire Ring|Fleece||FALSE,2026,Legendary,Craven's Vampire Ring,Fleece,,2026,Golden Fleece,2,FALSE
2026|Craven's Vampire Ring|Minotaur Hide||FALSE,2026,Legendary,Craven's Vampire Ring,Minotaur Hide,,2026,Minotaur Hide,15,FALSE
2026|Craven's Vampire Ring|Mystic Silk||FALSE,2026,Legendary,Craven's Vampire Ring,Mystic Silk,,2026,Mystic Silk,20,FALSE
2026|Craven's Vampire Ring|Oil of Enchantment||FALSE,2026,Legendary,Craven's Vampire Ring,Oil of Enchantment,,2026,Oil of Enchantment,2,FALSE
2026|Craven's Vampire Ring|Philosopher's Stone||FALSE,2026,Legendary,Craven's Vampire Ring,Philosopher's Stone,,2026,Philosopher's Stone,25,FALSE
"2026|Craven's Vampire Ring|1,000 GP Gold Bar||FALSE",2026,Legendary,Craven's Vampire Ring,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",25,FALSE
2026|Craven's Vampire Ring|Wish||FALSE,2026,Legendary,Craven's Vampire Ring,Wish,,2026,Wish Ring,1,FALSE
2026|Craven's Vampire Ring|Ring of the Vampire Lord||TRUE,2026,Legendary,Craven's Vampire Ring,Ring of the Vampire Lord,,2026,Ring of the Vampire Lord (transmute),1,TRUE
2026|Val's +4 Keen Fellbane Crossbow|PYP||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,PYP,,2026,Ultra Rare,2,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Alchemist's Ink||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Alchemist's Ink,,2026,Alchemist's Ink,5,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Alchemist's Parchment||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Alchemist's Parchment,,2026,Alchemist's Parchment,15,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Aragonite||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Aragonite,,2026,Aragonite,3,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Darkwood Plank||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Darkwood Plank,,2026,Darkwood Plank,25,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Dwarven Steel||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Dwarven Steel,,2026,Dwarven Steel,15,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Elven Bismuth||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Elven Bismuth,,2026,Elven Bismuth,3,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Enchanter's Munition||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Enchanter's Munition,,2026,Enchanter's Munition,2,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Fleece||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Fleece,,2026,Golden Fleece,2,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Minotaur Hide||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Minotaur Hide,,2026,Minotaur Hide,5,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Mystic Silk||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Mystic Silk,,2026,Mystic Silk,20,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Oil of Enchantment||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Oil of Enchantment,,2026,Oil of Enchantment,2,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Philosopher's Stone||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Philosopher's Stone,,2026,Philosopher's Stone,20,FALSE
"2026|Val's +4 Keen Fellbane Crossbow|1,000 GP Gold Bar||FALSE",2026,Legendary,Val's +4 Keen Fellbane Crossbow,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",25,FALSE
2026|Val's +4 Keen Fellbane Crossbow|Wish||FALSE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,Wish,,2026,Wish Ring,1,FALSE
2026|Val's +4 Keen Fellbane Crossbow|+3 Fellbane Crossbow||TRUE,2026,Legendary,Val's +4 Keen Fellbane Crossbow,+3 Fellbane Crossbow,,2026,+3 Fellbane Crossbow (transmute),1,TRUE
2026|Any Mythic (except CoW)|Alchemist's Ink||FALSE,2026,Mythic,Any Mythic (except CoW),Alchemist's Ink,,2026,Alchemist's Ink,30,FALSE
2026|Any Mythic (except CoW)|Alchemist's Parchment||FALSE,2026,Mythic,Any Mythic (except CoW),Alchemist's Parchment,,2026,Alchemist's Parchment,30,FALSE
2026|Any Mythic (except CoW)|Aragonite||FALSE,2026,Mythic,Any Mythic (except CoW),Aragonite,,2026,Aragonite,10,FALSE
2026|Any Mythic (except CoW)|Darkwood Plank||FALSE,2026,Mythic,Any Mythic (except CoW),Darkwood Plank,,2026,Darkwood Plank,60,FALSE
2026|Any Mythic (except CoW)|Dwarven Steel||FALSE,2026,Mythic,Any Mythic (except CoW),Dwarven Steel,,2026,Dwarven Steel,40,FALSE
2026|Any Mythic (except CoW)|Elven Bismuth||FALSE,2026,Mythic,Any Mythic (except CoW),Elven Bismuth,,2026,Elven Bismuth,10,FALSE
2026|Any Mythic (except CoW)|Enchanter's Munition||FALSE,2026,Mythic,Any Mythic (except CoW),Enchanter's Munition,,2026,Enchanter's Munition,10,FALSE
2026|Any Mythic (except CoW)|Fleece||FALSE,2026,Mythic,Any Mythic (except CoW),Fleece,,2026,Golden Fleece,10,FALSE
2026|Any Mythic (except CoW)|Minotaur Hide||FALSE,2026,Mythic,Any Mythic (except CoW),Minotaur Hide,,2026,Minotaur Hide,30,FALSE
2026|Any Mythic (except CoW)|Mystic Silk||FALSE,2026,Mythic,Any Mythic (except CoW),Mystic Silk,,2026,Mystic Silk,60,FALSE
2026|Any Mythic (except CoW)|Oil of Enchantment||FALSE,2026,Mythic,Any Mythic (except CoW),Oil of Enchantment,,2026,Oil of Enchantment,10,FALSE
2026|Any Mythic (except CoW)|Philosopher's Stone||FALSE,2026,Mythic,Any Mythic (except CoW),Philosopher's Stone,,2026,Philosopher's Stone,60,FALSE
"2026|Any Mythic (except CoW)|1,000 GP Gold Bar||FALSE",2026,Mythic,Any Mythic (except CoW),"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",25,FALSE
2026|Any Mythic (except CoW)|Omni Orb|2025|TRUE,2026,Mythic,Any Mythic (except CoW),Omni Orb,2025,2025,Omni Orb (transmute),2,TRUE
2026|+3 Fellbane Crossbow|PYP||FALSE,2026,Relic,+3 Fellbane Crossbow,PYP,,2026,Ultra Rare,1,FALSE
2026|+3 Fellbane Crossbow|Alchemist's Ink||FALSE,2026,Relic,+3 Fellbane Crossbow,Alchemist's Ink,,2026,Alchemist's Ink,5,FALSE
2026|+3 Fellbane Crossbow|Alchemist's Parchment||FALSE,2026,Relic,+3 Fellbane Crossbow,Alchemist's Parchment,,2026,Alchemist's Parchment,5,FALSE
2026|+3 Fellbane Crossbow|Aragonite||FALSE,2026,Relic,+3 Fellbane Crossbow,Aragonite,,2026,Aragonite,3,FALSE
2026|+3 Fellbane Crossbow|Darkwood Plank||FALSE,2026,Relic,+3 Fellbane Crossbow,Darkwood Plank,,2026,Darkwood Plank,20,FALSE
2026|+3 Fellbane Crossbow|Dwarven Steel||FALSE,2026,Relic,+3 Fellbane Crossbow,Dwarven Steel,,2026,Dwarven Steel,15,FALSE
2026|+3 Fellbane Crossbow|Elven Bismuth||FALSE,2026,Relic,+3 Fellbane Crossbow,Elven Bismuth,,2026,Elven Bismuth,5,FALSE
2026|+3 Fellbane Crossbow|Enchanter's Munition||FALSE,2026,Relic,+3 Fellbane Crossbow,Enchanter's Munition,,2026,Enchanter's Munition,2,FALSE
2026|+3 Fellbane Crossbow|Fleece||FALSE,2026,Relic,+3 Fellbane Crossbow,Fleece,,2026,Golden Fleece,1,FALSE
2026|+3 Fellbane Crossbow|Minotaur Hide||FALSE,2026,Relic,+3 Fellbane Crossbow,Minotaur Hide,,2026,Minotaur Hide,5,FALSE
2026|+3 Fellbane Crossbow|Mystic Silk||FALSE,2026,Relic,+3 Fellbane Crossbow,Mystic Silk,,2026,Mystic Silk,20,FALSE
2026|+3 Fellbane Crossbow|Oil of Enchantment||FALSE,2026,Relic,+3 Fellbane Crossbow,Oil of Enchantment,,2026,Oil of Enchantment,3,FALSE
2026|+3 Fellbane Crossbow|Philosopher's Stone||FALSE,2026,Relic,+3 Fellbane Crossbow,Philosopher's Stone,,2026,Philosopher's Stone,15,FALSE
"2026|+3 Fellbane Crossbow|1,000 GP Gold Bar||FALSE",2026,Relic,+3 Fellbane Crossbow,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",5,FALSE
2026|Bead of Divine Choice|Alchemist's Ink||FALSE,2026,Relic,Bead of Divine Choice,Alchemist's Ink,,2026,Alchemist's Ink,1,FALSE
2026|Bead of Divine Choice|Alchemist's Parchment||FALSE,2026,Relic,Bead of Divine Choice,Alchemist's Parchment,,2026,Alchemist's Parchment,1,FALSE
2026|Bead of Divine Choice|Aragonite||FALSE,2026,Relic,Bead of Divine Choice,Aragonite,,2026,Aragonite,1,FALSE
2026|Bead of Divine Choice|Darkwood Plank||FALSE,2026,Relic,Bead of Divine Choice,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
2026|Bead of Divine Choice|Dwarven Steel||FALSE,2026,Relic,Bead of Divine Choice,Dwarven Steel,,2026,Dwarven Steel,1,FALSE
2026|Bead of Divine Choice|Elven Bismuth||FALSE,2026,Relic,Bead of Divine Choice,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Bead of Divine Choice|Enchanter's Munition||FALSE,2026,Relic,Bead of Divine Choice,Enchanter's Munition,,2026,Enchanter's Munition,1,FALSE
2026|Bead of Divine Choice|Fleece||FALSE,2026,Relic,Bead of Divine Choice,Fleece,,2026,Golden Fleece,1,FALSE
2026|Bead of Divine Choice|Minotaur Hide||FALSE,2026,Relic,Bead of Divine Choice,Minotaur Hide,,2026,Minotaur Hide,1,FALSE
2026|Bead of Divine Choice|Mystic Silk||FALSE,2026,Relic,Bead of Divine Choice,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Bead of Divine Choice|Oil of Enchantment||FALSE,2026,Relic,Bead of Divine Choice,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Bead of Divine Choice|Philosopher's Stone||FALSE,2026,Relic,Bead of Divine Choice,Philosopher's Stone,,2026,Philosopher's Stone,1,FALSE
"2026|Bead of Divine Choice|1,000 GP Gold Bar||FALSE",2026,Relic,Bead of Divine Choice,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",1,FALSE
2026|Deathward Greaves|Alchemist's Ink||FALSE,2026,Arcanum,Deathward Greaves,Alchemist's Ink,,2026,Alchemist's Ink,1,FALSE
2026|Deathward Greaves|Alchemist's Parchment||FALSE,2026,Arcanum,Deathward Greaves,Alchemist's Parchment,,2026,Alchemist's Parchment,1,FALSE
2026|Deathward Greaves|Aragonite||FALSE,2026,Arcanum,Deathward Greaves,Aragonite,,2026,Aragonite,1,FALSE
2026|Deathward Greaves|Darkwood Plank||FALSE,2026,Arcanum,Deathward Greaves,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
2026|Deathward Greaves|Dwarven Steel||FALSE,2026,Arcanum,Deathward Greaves,Dwarven Steel,,2026,Dwarven Steel,1,FALSE
2026|Deathward Greaves|Elven Bismuth||FALSE,2026,Arcanum,Deathward Greaves,Elven Bismuth,,2026,Elven Bismuth,1,FALSE
2026|Deathward Greaves|Enchanter's Munition||FALSE,2026,Arcanum,Deathward Greaves,Enchanter's Munition,,2026,Enchanter's Munition,1,FALSE
2026|Deathward Greaves|Fleece||FALSE,2026,Arcanum,Deathward Greaves,Fleece,,2026,Golden Fleece,1,FALSE
2026|Deathward Greaves|Minotaur Hide||FALSE,2026,Arcanum,Deathward Greaves,Minotaur Hide,,2026,Minotaur Hide,1,FALSE
2026|Deathward Greaves|Mystic Silk||FALSE,2026,Arcanum,Deathward Greaves,Mystic Silk,,2026,Mystic Silk,1,FALSE
2026|Deathward Greaves|Oil of Enchantment||FALSE,2026,Arcanum,Deathward Greaves,Oil of Enchantment,,2026,Oil of Enchantment,1,FALSE
2026|Deathward Greaves|Philosopher's Stone||FALSE,2026,Arcanum,Deathward Greaves,Philosopher's Stone,,2026,Philosopher's Stone,1,FALSE
"2026|Deathward Greaves|1,000 GP Gold Bar||FALSE",2026,Arcanum,Deathward Greaves,"1,000 GP Gold Bar",,2026,"1,000 GP Gold Bar",1,FALSE
2026|Deathward Greaves|PYP||FALSE,2026,Arcanum,Deathward Greaves,PYP,,2026,Ultra Rare,1,FALSE
2026|Deathward Greaves|PYP|-1|FALSE,2026,Arcanum,Deathward Greaves,PYP,-1,2025,Ultra Rare,1,FALSE
2026|Deathward Greaves|PYP|-2|FALSE,2026,Arcanum,Deathward Greaves,PYP,-2,2024,Ultra Rare,1,FALSE
2026|Deathward Greaves|PYP|-3|FALSE,2026,Arcanum,Deathward Greaves,PYP,-3,2023,Ultra Rare,1,FALSE
2026|Earcuff of Greater Glory|PYP||FALSE,2026,Relic,Earcuff of Greater Glory,PYP,,2026,Ultra Rare,1,FALSE
2026|Earcuff of Greater Glory|Monster Trophy||FALSE,2026,Relic,Earcuff of Greater Glory,Monster Trophy,,2026,Monster Trophy,26,FALSE
2026|Ioun Stone of Mystic Heroism|Alchemist's Ink||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Alchemist's Ink,,2026,Alchemist's Ink,1,FALSE
2026|Ioun Stone of Mystic Heroism|Alchemist's Parchment||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Alchemist's Parchment,,2026,Alchemist's Parchment,1,FALSE
2026|Ioun Stone of Mystic Heroism|Aragonite||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Aragonite,,2026,Aragonite,1,FALSE
2026|Ioun Stone of Mystic Heroism|Darkwood Plank||FALSE,2026,Relic,Ioun Stone of Mystic Heroism,Darkwood Plank,,2026,Darkwood Plank,1,FALSE
